identificatie;naamOverheid;typeOverheid;straatnaam;wegnummer;rekenmethode;wegsoort;tunnelfactor;hoogte;taludSoort;overdrachtLinksSoort;overdrachtLinksAfstand;overdrachtLinksHoogte;overdrachtRechtsSoort;overdrachtRechtsHoogte;maximumsnelheid;maximumsnelheidDynamisch;intensiteitLichtVerkeer;intensiteitLichtVerkeerDynamisch;intensiteitMiddelzwaarVerkeer;intensiteitZwaarVerkeer;intensiteitBusVerkeer;stagnatiefactorLichtVerkeer;stagnatiefactorMiddelzwaarVerkeer;stagnatiefactorZwaarVerkeer;stagnatiefactorBusVerkeer;opmerking;tijdstipRegistratie;geometrie
34366966_1279571;Gemeente Amsterdam;G;Jan Evertsenstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4593;-999;68;31;16;0.07;0.07;0.07;0.07;MT2017_1699;27-9-2022 09:14;LINESTRING(117116.3116 487114.2414,117184.954700001 487100.4668999979,117205 487094.9999999999,117289.862 487074.2010000009)
34366966_1279578;Gemeente Amsterdam;G;Derkinderenstraat;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;2124;-999;75;31;0;0.2;0.2;0.2;0.2;MT2017_1742;27-9-2022 09:14;LINESTRING(117760.5468999999 486383.9105999989,117761.9999999999 486165.9999999999)
34366966_1279579;Gemeente Amsterdam;G;Basisweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;15884;-999;848;552;276;0.21;0.21;0.21;0.21;MT2017_1753;27-9-2022 09:14;LINESTRING(117816.9999999999 489477.9999999999,117888.9999999999 489479,117979.6460000019 489484.4140000009)
34366966_1279528;Gemeente Amsterdam;G;Valburgdreef;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7421;-999;166;92;170;0.01;0.01;0.01;0.01;MT2017_1456;27-9-2022 09:14;LINESTRING(127614.961800002 479360.564300001,127655.945999999 479360.4990000019,127808.3027999999 479360.193799999,127830.2663 479361.462299999,127852.9999999999 479356.9999999999)
34366966_1279580;Gemeente Amsterdam;G;Westhavenweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2896;-999;196;178;0;0.12;0.12;0.12;0.12;MT2017_1763;27-9-2022 09:14;LINESTRING(117961.5965000019 490621.630600002,117991 490603,118060 490564.9999999999,118077 490557.9999999999,118115.9999999999 490547.9999999999,118131 490540.9999999999,118267 490460.9999999999,118294 490444,118311 490432,118323 490423,118328 490418.9999999999,118337 490411.9999999999,118341.9999999999 490408,118368.9999999999 490385.9999999999)
34366966_1279530;Gemeente Amsterdam;G;Hugo de Vrieslaan;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;8182;-999;329;282;10;0.39;0.39;0.39;0.39;MT2017_1483;27-9-2022 09:14;LINESTRING(123140.9999999999 484292,123215.9999999999 484320,123235.9999999999 484323.9999999999,123252 484325)
34366966_1279531;Gemeente Amsterdam;G;Johan van Hasseltweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6418;-999;104;68;179;0.13;0.13;0.13;0.13;MT2017_1484;27-9-2022 09:14;LINESTRING(123208 489109.9999999999,123218.9999999999 489104,123225.9999999999 489100,123361 489013,123441.4364 488961.5581,123459.5794 488958.177200001)
34366966_1279581;Gemeente Amsterdam;G;Westhavenweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2896;-999;196;178;0;0.12;0.12;0.12;0.12;MT2017_1764;27-9-2022 09:14;LINESTRING(117974.7237000019 490636.997200001,118071.9999999999 490578.9999999999,118084.9999999999 490575,118120 490564.9999999999,118130 490561,118249 490491.9999999999,118283.9999999999 490470.9999999999,118294.9999999999 490463.9999999999,118332.9999999999 490435.9999999999,118338 490432,118347 490425,118351.9999999999 490420.9999999999,118355 490418,118379.9999999999 490399.9999999999)
34366966_1279582;Gemeente Amsterdam;G;Bos en Lommerplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;8284;-999;195;110;219;0.15;0.15;0.15;0.15;MT2017_1765;27-9-2022 09:14;LINESTRING(117985.6319999989 487915.943999998,118006.7930000009 487910.5229999979,118019.195999999 487907.3440000009,118040.738000002 487901.8249999989)
34366966_1279532;Gemeente Amsterdam;G;Johan van Hasseltweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6418;-999;104;68;179;0.13;0.13;0.13;0.13;MT2017_1485;27-9-2022 09:14;LINESTRING(123219.9999999999 489120,123231 489111.9999999999,123235.9999999999 489109,123368.9999999999 489024,123449.2430000009 488972.4151999989,123459.5794 488958.177200001)
34366966_1279583;Gemeente Amsterdam;G;Bos en Lommerplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;8284;-999;195;110;219;0.15;0.15;0.15;0.15;MT2017_1766;27-9-2022 09:14;LINESTRING(117989.9640000019 487933.829,118011.715999998 487928.363000002,118023.6059999989 487925.3740000019,118045.072999999 487919.9789999979)
34366966_1279584;Gemeente Amsterdam;G;Postjesweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5173;-999;245;113;174;0.01;0.01;0.01;0.01;MT2017_1767;27-9-2022 09:14;LINESTRING(118009.091200002 486391.032499999,118452 486399.9999999999,118496 486399.9999999999)
34366966_1279585;Gemeente Amsterdam;G;Bos en Lommerplein;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7490;-999;321;204;268;0.17;0.17;0.17;0.17;MT2017_1768;27-9-2022 09:14;LINESTRING(118040.738000002 487901.8249999989,118072.649999999 487893.298,118084.9189999999 487892.9739999989,118103.6440000009 487897.495999999)
34366966_1279604;Gemeente Amsterdam;G;Bos en Lommerweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;4334;-999;62;38;174;0.1;0.1;0.1;0.1;MT2017_1822;27-9-2022 09:14;LINESTRING(118673.9999999999 488152,118690.6794999989 488170.981400002,118724.8108999989 488205.4302,118728.9999999999 488220)
34366966_1279586;Gemeente Amsterdam;G;Bos en Lommerplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;7490;-999;321;204;268;0.19;0.19;0.19;0.19;MT2017_1769;27-9-2022 09:14;LINESTRING(118045.072999999 487919.9789999979,118076.445 487912.353,118089.475200001 487912.6845999989,118159.9999999999 487934.9999999999)
34366966_1279587;Gemeente Amsterdam;G;Transformatorweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;12491;-999;430;318;147;0.15;0.15;0.15;0.15;MT2017_1772;27-9-2022 09:14;LINESTRING(118094 489487.9999999999,118123 489487.9999999999,118210.149999999 489485.833999999,118241.480999999 489485.833999999)
34366966_1279588;Gemeente Amsterdam;G;Bos en Lommerplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;7490;-999;321;204;268;0.19;0.19;0.19;0.19;MT2017_1773;27-9-2022 09:14;LINESTRING(118103.6440000009 487897.495999999,118149.465999998 487913.140000001)
34366966_1279605;Gemeente Amsterdam;G;Bos en Lommerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8753;-999;123;76;230;0.1;0.1;0.1;0.1;MT2017_1835;27-9-2022 09:14;LINESTRING(118798 488712.9999999999,118799.9999999999 488414)
34366966_1279589;Gemeente Amsterdam;G;Hoofdweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3048;-999;222;142;100;0.27;0.27;0.27;0.27;MT2017_1778;27-9-2022 09:14;LINESTRING(118149.465999998 487913.140000001,118164.9364 487866.726599999,118174.622200001 487836.9857,118182.496800002 487813.601,118189.4836999999 487791.3526999989,118208 487739.9999999999,118225 487682.9999999999)
34366966_1279607;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;16721;-999;277;178;527;0.15;0.15;0.15;0.15;MT2017_1844;27-9-2022 09:14;LINESTRING(118890.420000002 483056.7873999999,118891.7428999989 482925.4877,118890.420000002 482892.7454)
34366966_1279590;Gemeente Amsterdam;G;Hoofdweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3048;-999;222;142;100;0.27;0.27;0.27;0.27;MT2017_1781;27-9-2022 09:14;LINESTRING(118162.925999999 487917.734999999,118191.2373999989 487828.1031000019,118202.2263000009 487793.3145,118215 487751,118237.9999999999 487683.9999999999)
34366966_1279591;Gemeente Amsterdam;G;Bos en Lommerplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;7090;-999;112;70;174;0.2;0.2;0.2;0.2;MT2017_1782;27-9-2022 09:14;LINESTRING(118162.925999999 487917.734999999,118225 487936.9999999999,118242 487941.9999999999)
34366966_1279608;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;16131;-999;276;178;527;0.01;0.01;0.01;0.01;MT2017_1847;27-9-2022 09:14;LINESTRING(118890.420000002 482892.7454,118891.0813999999 482788.5654999989)
34366966_1279592;Gemeente Amsterdam;G;Bos en Lommerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5750;-999;64;40;174;0.08;0.08;0.08;0.08;MT2017_1787;27-9-2022 09:14;LINESTRING(118242 487941.9999999999,118528.9999999999 488034,118542.4349999989 488040.335999999)
34366966_1279609;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;15946;-999;275;178;457;0;0;0;0;MT2017_1848;27-9-2022 09:14;LINESTRING(118891.0813999999 482788.5654999989,118892.735100001 482699.2685,118894.119600002 482617.0405)
34366966_1279593;Gemeente Amsterdam;G;Admiraal de Ruijterweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2446;-999;34;22;0;0.14;0.14;0.14;0.14;MT2017_1788;27-9-2022 09:14;LINESTRING(118247.9999999999 488654.9999999999,118248.559900001 488636.754799999,118250.7824000009 488627.8647999989,118255.5448999999 488621.355999999,118265.228700001 488613.4184999989,118287.612500001 488597.0672000009,118476.2078999989 488461.6532000009)
34366966_1279612;Gemeente Amsterdam;G;Ceintuurbaan;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;3478;-999;72;54;2;0.25;0.25;0.25;0.25;MT2017_1348;27-9-2022 09:14;LINESTRING(121195 485106,121212 485109,121425 485156,121436 485151.9999999999)
34366966_1279594;Gemeente Amsterdam;G;Admiraal de Ruijterweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2446;-999;34;22;0;0.14;0.14;0.14;0.14;MT2017_1796;27-9-2022 09:14;LINESTRING(118263.9999999999 488633.9999999999,118265.7048999999 488627.5472999999,118269.356199998 488620.0859999989,118275.7062 488613.8948,118309.996300001 488589.2885,118443.187800001 488493.4032999979,118451.2841 488490.069499999,118480.8115999999 488468.9556999989)
34366966_1279595;Gemeente Amsterdam;G;Hoofdweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2910;-999;150;95;100;0.29;0.29;0.29;0.29;MT2017_1800;27-9-2022 09:14;LINESTRING(118330 487345,118419.9999999999 487065,118430.453000002 487044.3289999999)
34366966_1279613;Gemeente Amsterdam;G;Nieuwe Vijzelstraat;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;3508;-999;290;178;10;0.14;0.14;0.14;0.14;MT2017_1350;27-9-2022 09:14;LINESTRING(121207.3189999979 485867.0239999999,121221 485855.9999999999,121223.9999999999 485853)
34366966_1279596;Gemeente Amsterdam;G;Hoofdweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2910;-999;150;95;100;0.29;0.29;0.29;0.29;MT2017_1801;27-9-2022 09:14;LINESTRING(118345.070999999 487349.853999998,118346.8729999999 487344.1759999989,118419.6138999979 487110.3594999979,118432.433800001 487068.5531999989,118431.0896000009 487044.2646000009)
34366966_1279597;Gemeente Amsterdam;G;Mercatorplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;4851;-999;132;70;339;0.16;0.16;0.16;0.16;MT2017_1805;27-9-2022 09:14;LINESTRING(118431.0896000009 487044.2646000009,118450.754900001 486978.3757999989,118456 486962,118461.704 486951.0589999999)
34366966_1279614;Gemeente Amsterdam;G;Klaprozenweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;252;-999;4;2;0;0.11;0.11;0.11;0.11;MT2017_1356;27-9-2022 09:14;LINESTRING(121236.311999999 490948.886999998,121250.8069999999 490962.7549999989,121266.708999999 490986.623)
34366966_1279615;Gemeente Amsterdam;G;Klaprozenweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;252;-999;4;2;0;0.11;0.11;0.11;0.11;MT2017_1361;27-9-2022 09:14;LINESTRING(121245.024 490938.886999998,121260.171799999 490958.874600001,121275.473999999 490979.0659999999)
34366966_1279598;Gemeente Amsterdam;G;Mercatorplein;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4851;-999;132;70;339;0.17;0.17;0.17;0.17;MT2017_1806;27-9-2022 09:14;LINESTRING(118461.704 486951.0589999999,118465.513999999 486947.247000001,118473.973299999 486945.917800002,118484.7450000009 486946.52,118502.524999999 486949.9699999989,118512.502999999 486949.2430000009,118518.1269999999 486943.9789999979,118519.460999999 486939.693)
34366966_1279599;Gemeente Amsterdam;G;Admiraal de Ruijterweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;2925;-999;34;22;0;0.03;0.03;0.03;0.03;MT2017_1807;27-9-2022 09:14;LINESTRING(118476.2078999989 488461.6532000009,118501.449200001 488442.1268999989,118512.8791999999 488431.966899998)
34366966_1279616;Gemeente Amsterdam;G;Klaprozenweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;252;-999;4;2;0;0.16;0.16;0.16;0.16;MT2017_1365;27-9-2022 09:14;LINESTRING(121266.708999999 490986.623,121274.9244999999 491004.826699998,121297.5896999979 491056.0053999979,121317.219999999 491103.145,121324.311999999 491108.026999999)
34366966_1279600;Gemeente Amsterdam;G;Bos en Lommerweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;4334;-999;62;38;174;0.1;0.1;0.1;0.1;MT2017_1810;27-9-2022 09:14;LINESTRING(118538 488051.9999999999,118552.9999999999 488058,118567 488065,118593.9999999999 488084.9999999999,118633.9999999999 488126,118697.1200000009 488189.372000001,118722.113000002 488213.289299998,118728.9999999999 488220)
34366966_1279601;Gemeente Amsterdam;G;Bos en Lommerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4440;-999;60;38;174;0.07;0.07;0.07;0.07;MT2017_1811;27-9-2022 09:14;LINESTRING(118542.4349999989 488040.335999999,118560.024 488048.134599999,118567 488051.9999999999,118575.9999999999 488056.9999999999,118583.9999999999 488062,118592.028999999 488068.4239999999)
34366966_1279617;Gemeente Amsterdam;G;Klaprozenweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;252;-999;4;2;0;0.16;0.16;0.16;0.16;MT2017_1367;27-9-2022 09:14;LINESTRING(121275.473999999 490979.0659999999,121282.2694000009 490995.2972000019,121304.934700001 491049.4361999999,121312.2344999979 491066.8728,121323.3590000009 491093.445999999,121324.311999999 491108.026999999)
34366966_1279930;Gemeente Amsterdam;G;De Ruyterkade;;SRM2;92;0;0;;;-999;-999;;-999;50;-999;23898;-999;1948;655;-999;0.07;0.07;0.07;-999;MT2017_2852;27-9-2022 09:14;LINESTRING(121974.2139 488035.241099998,121988.27 488026.642099999)
34366966_1279602;Gemeente Amsterdam;G;Hoofdweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6834;-999;236;131;341;0.14;0.14;0.14;0.14;MT2017_1817;27-9-2022 09:14;LINESTRING(118622.4479999989 486557.6750000009,118622.9999999999 486542,118625.328200001 486402.842799999)
34366966_1279603;Gemeente Amsterdam;G;Hoofdweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;4725;-999;187;110;88;0.12;0.12;0.12;0.12;MT2017_1818;27-9-2022 09:14;LINESTRING(118625.328200001 486402.842799999,118630.9999999999 486385.9999999999,118632 486301)
34366966_1279618;Gemeente Amsterdam;G;Rokin;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;1026;-999;56;36;18;0;0;0;0;MT2017_1368;27-9-2022 09:14;LINESTRING(121282.1768000009 486915.622900002,121280.906800002 486904.6691999989,121285.3517999979 486885.4604,121296.623 486856.5678,121305.671799999 486840.8515000009,121334.0881000009 486802.4339999999,121347.5819000009 486784.177700002,121367 486760,121377 486744.9999999999,121385.519200001 486716.6226,121381.9999999999 486693.9999999999)
34366966_1279629;Gemeente Amsterdam;G;Mosplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6820;-999;224;146;4;0.15;0.15;0.15;0.15;MT2017_1469;27-9-2022 09:14;LINESTRING(122600.8015 489356.1763,122602 489364,122605 489369,122623.9999999999 489390,122673 489440.9999999999,122676.9999999999 489445.9999999999)
34366966_1279630;Gemeente Amsterdam;G;PIET HEINTUNNEL;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;7459;-999;116;89;0;0.17;0.17;0.17;0.17;MT2017_1488;27-9-2022 09:14;LINESTRING(124109.16 487268.1739999999,124121.2446999999 487275.2866000009)
34366966_1279631;Gemeente Amsterdam;G;PIET HEINTUNNEL;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;7459;-999;116;89;0;0.17;0.17;0.17;0.17;MT2017_1489;27-9-2022 09:14;LINESTRING(124112.9122 487257.468499999,124126.3969999999 487261.1880000009)
34366966_1279632;Gemeente Amsterdam;G;Panamalaan;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;7459;-999;116;89;0;0.17;0.17;0.17;0.17;MT2017_1490;27-9-2022 09:14;LINESTRING(124121.2446999999 487275.2866000009,124126.811900001 487260.5097)
34366966_1279633;Gemeente Amsterdam;G;Borneolaan;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6146;-999;69;57;0;0.25;0.25;0.25;0.25;MT2017_1491;27-9-2022 09:14;LINESTRING(124146.5571999999 487125.2765999999,124249 487124,124269.9999999999 487124)
34366966_1279634;Gemeente Amsterdam;G;Zuiderzeeweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7254;-999;178;155;100;0.18;0.18;0.18;0.18;MT2017_1496;27-9-2022 09:14;LINESTRING(126064.956 487208.967,126065.284499999 487226.3601000009)
34366966_1279635;Gemeente Amsterdam;G;Noordzeekanaalweg;;SRM1;b;1;-999;;;-999;-999;;-999;50;-999;8465;-999;413;323;85;0;0;0;0;MT2017_1504;27-9-2022 09:14;LINESTRING(110859.7756000009 493709.1906999979,110870.4649999999 493696.974100001,110887.262699999 493678.6493999999,110905.9079999999 493655.8630000019)
34366966_1279636;Gemeente Amsterdam;G;Ookmeerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;18401;-999;388;140;0;0.05;0.05;0.05;0.05;MT2017_1509;27-9-2022 09:14;LINESTRING(112728.424 484936.331700001,112856 485130.9999999999,112892.088 485183.6400000009)
34366966_1279619;Gemeente Amsterdam;G;Vijzelstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;121;-999;18;12;0;0.21;0.21;0.21;0.21;MT2017_1374;27-9-2022 09:14;LINESTRING(121353.1174999999 486581.1053000019,121359.0441999989 486621.110300001,121362.6424999979 486644.817000002,121368.780900002 486661.1154000009,121375.9999999999 486676.9999999999)
34366966_1279637;Gemeente Amsterdam;G;Ookmeerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;9200;-999;194;70;0;0.08;0.08;0.08;0.08;MT2017_1510;27-9-2022 09:14;LINESTRING(112892.088 485183.6400000009,112925 485259.9999999999,112953.9999999999 485299.9999999999,112972.9999999999 485320.9999999999,112995 485339,113037 485362)
34366966_1279638;Gemeente Amsterdam;G;Ookmeerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;9200;-999;194;70;0;0.08;0.08;0.08;0.08;MT2017_1511;27-9-2022 09:14;LINESTRING(113034.9999999999 485348.9999999999,113003.9999999999 485330.9999999999,112972 485299,112939.9999999999 485252.9999999999,112914 485212.9999999999,112892.088 485183.6400000009)
34366966_1279620;Gemeente Amsterdam;G;Ceintuurbaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3390;-999;50;40;2;0.3;0.3;0.3;0.3;MT2017_1383;27-9-2022 09:14;LINESTRING(121748.9999999999 485252.9999999999,121761.979499999 485253.4404999989,121825.2151000019 485284.529100001,121839.238000002 485289.5562000009,121884.3649999979 485311.008000001,121894.173500001 485318.459899999)
34366966_1279639;Gemeente Amsterdam;G;De Alpen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5388;-999;62;23;0;0.07;0.07;0.07;0.07;MT2017_1512;27-9-2022 09:14;LINESTRING(113034.9999999999 485348.9999999999,113036.489999998 485337.390999999,113052.5890000019 485308.1101000009,113065.009 485288.8590000009,113083 485271.9999999999,113179.822000001 485207.600000001)
34366966_1279640;Gemeente Amsterdam;G;De Alpen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5388;-999;62;23;0;0.07;0.07;0.07;0.07;MT2017_1514;27-9-2022 09:14;LINESTRING(113183.9999999999 485214,113094.9999999999 485271.9999999999,113082.7589999999 485281.245999999,113072.616 485291.1829999979,113059.671 485312.2780000009,113043 485350.9999999999)
34366966_1279622;Gemeente Amsterdam;G;Geldersekade;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1321;-999;66;42;0;0;0;0;0;MT2017_1387;27-9-2022 09:14;LINESTRING(121937.9999999999 487492.9999999999,121940 487500,121949.0839999989 487523.923,121996.5344000009 487677.8339999989)
34366966_1279641;Gemeente Amsterdam;G;Ookmeerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6206;-999;114;40;0;0.07;0.07;0.07;0.07;MT2017_1515;27-9-2022 09:14;LINESTRING(113179 485433.9999999999,113166.9999999999 485414,113131 485386,113092.522399999 485369.803100001,113043 485350.9999999999)
34366966_1279642;Gemeente Amsterdam;G;De Alpen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4680;-999;58;22;2;0;0;0;0;MT2017_1516;27-9-2022 09:14;LINESTRING(113179.822000001 485207.600000001,113267 485149,113355.9999999999 485088.9999999999)
34366966_1279623;Gemeente Amsterdam;G;Klaprozenweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;5969;-999;352;237;226;0.31;0.31;0.31;0.31;MT2017_1395;27-9-2022 09:14;LINESTRING(122312.653000001 490194.7279999999,122451.997000001 490105.0720000009,122469.182999998 490094.0139999989)
34366966_1279624;Gemeente Amsterdam;G;Piet Heinkade;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8484;-999;266;210;0;0.05;0.05;0.05;0.05;MT2017_1421;27-9-2022 09:14;LINESTRING(124076.1510999989 487336.2562999989,124092.555300001 487308.739599999,124109.16 487268.1739999999)
34366966_1279643;Gemeente Amsterdam;G;Ookmeerweg;;SRM1;b;1;-999;;;-999;-999;;-999;50;-999;12413;-999;229;80;0;0.01;0.01;0.01;0.01;MT2017_1517;27-9-2022 09:14;LINESTRING(113179 485433.9999999999,113202 485454.9999999999,113223.9999999999 485484,113236 485498.9999999999,113351.799699999 485664.148200002,113362.1185000019 485670.8949999999,113370.4529 485674.8638,113380.7716999989 485676.451299999,113390.296700001 485676.451299999,113398.6310999989 485675.657600001,113404.5841999989 485673.6731999999,113428.396699999 485664.148200002,113452.2092999999 485653.8293999999)
34366966_1279644;Gemeente Amsterdam;G;Ookmeerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;12599;-999;114;44;0;0.06;0.06;0.06;0.06;MT2017_1534;27-9-2022 09:14;LINESTRING(114152.2982 486277.3213,114549.9999999999 486409)
34366966_1279645;Gemeente Amsterdam;G;Baden Powellweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7517;-999;87;32;115;0.14;0.14;0.14;0.14;MT2017_1536;27-9-2022 09:14;LINESTRING(114327 485730,114354 485646,114386 485547)
34366966_1279625;Gemeente Amsterdam;G;Panamalaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;9195;-999;181;140;0;0.25;0.25;0.25;0.25;MT2017_1422;27-9-2022 09:14;LINESTRING(124116 486829.9999999999,124114.9999999999 486856,124117.9999999999 486882.9999999999,124124.9999999999 486913.9999999999,124140 486962.9999999999,124143.3810000009 486983.9047,124144.9697000009 487005.155499998)
34366966_1279646;Gemeente Amsterdam;G;Baden Powellweg;;SRM1;e;1;-999;;;-999;-999;;-999;30;-999;8680;-999;82;29;110;0.17;0.17;0.17;0.17;MT2017_1541;27-9-2022 09:14;LINESTRING(114525 485120,114562.9999999999 485001.9999999999,114580.451000001 484948.677499998,114580.9999999999 484947,114586.9999999999 484930)
34366966_1279931;Gemeente Amsterdam;G;De Ruyterkade;;SRM2;92;0;0;;;-999;-999;;-999;50;-999;23898;-999;1948;655;-999;0.07;0.07;0.07;-999;MT2017_2853;27-9-2022 09:14;LINESTRING(121988.27 488026.642099999,122001.1684000009 488019.366099998)
34366966_1279647;Gemeente Amsterdam;G;Burgemeester Roellstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4080;-999;66;25;0;0;0;0;0;MT2017_1570;27-9-2022 09:14;LINESTRING(115458.9149999999 487822.8960000019,115762.859999999 487768.982000001,115784.598000001 487767.170000002,115812.329 487762.2899999999,115820.2039999999 487761.732000001,115832.6358999979 487763.6733000019,115845.5659999999 487767.170000002,115860.6189999989 487762.1180000009)
34366966_1279626;Gemeente Amsterdam;G;Tafelbergweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8045;-999;175;96;0;0;0;0;0;MT2017_1435;27-9-2022 09:14;LINESTRING(125916 477970.9999999999,125973 478007,126035 478040.9999999999,126058 478054,126123 478089,126249.9999999999 478157.9999999999,126272.9999999999 478169.9999999999,126290.276000001 478173.7820000019,126314.5529999989 478188.4299999999,126337.9999999999 478206,126350.581 478214.8220000009,126371 478223.9999999999)
34366966_1279648;Gemeente Amsterdam;G;Burgemeester Roellstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4080;-999;66;25;0;0;0;0;0;MT2017_1572;27-9-2022 09:14;LINESTRING(115462.863000002 487843.4739999989,115476.5229999979 487842.1096,115735.7437000009 487796.6350000019,115759.5610000009 487791.3940000009,115773.1460000019 487792.241999999,115781.214000002 487794.791999999,115795.2250000009 487795.217,115864.8289999999 487784.7159999979)
34366966_1279627;Gemeente Amsterdam;G;Langbroekdreef;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;19200;-999;428;245;0;0.16;0.16;0.16;0.16;MT2017_1442;27-9-2022 09:14;LINESTRING(126659.899 480042.934999999,126669.8541 480024.438000001,126673.9999999999 480013.9999999999,126689.9999999999 479987.9999999999,126699 479975,126710.9999999999 479964,126736 479950.9999999999,126767 479936.9999999999,126781 479936.9999999999)
34366966_1279628;Gemeente Amsterdam;G;Langbroekdreef;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;19200;-999;428;245;0;0.16;0.16;0.16;0.16;MT2017_1443;27-9-2022 09:14;LINESTRING(126666.9999999999 480046.9999999999,126682.3387999979 480023.967999998,126699 479994,126712 479973,126734.9999999999 479957.9999999999,126753.954700001 479950.8829,126768.504000001 479945.6790000009,126781 479936.9999999999)
