identificatie;wegdeelIdentificatie;naamOverheid;naam;bebouwingstype;bomenfactor;toetspuntSoort;grondslag;opmerking;identificatiePandBAG;tijdstipRegistratie;geometrie
37161516_1095768;37161516_1145025;Hoogheemraadschap Hollands Noorderkwartier;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(133302.142696954 492060.12695897)
34366966_1095769;34366966_1144658;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(122780.260814961 486150.859316327)
34366966_1095769;34366966_1144656;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(122780.260814961 486150.859316327)
34366966_1095771;34366966_1354957;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122444.805969678 484798.593094749)
34366966_1095773;34366966_1279806;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(121535.542055625 488065.888260834)
34366966_1095773;34366966_1355078;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(121535.542055625 488065.888260834)
34366966_1095774;34366966_1279425;Gemeente Amsterdam;L Bos en Lommerplein,Amsterdam;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(117949.694553882 487967.382761382)
34366966_1095776;34366966_1279581;Gemeente Amsterdam;R ,;4;1.0;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:39;POINT(118272.315443575 490442.277941903)
34366966_1095776;34366966_1279580;Gemeente Amsterdam;R ,;4;1.0;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:39;POINT(118272.315443575 490442.277941903)
34366966_1095778;34366966_100434;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(120230.125524189 484125.181381573)
34366966_1095778;34366966_1279224;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(120230.125524189 484125.181381573)
34366966_1095781;34366966_776960;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(121421.522842213 484445.986620474)
34366966_1095781;34366966_1355005;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(121421.522842213 484445.986620474)
34366966_1095782;34366966_1144704;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123120.198494747 484189.43731009)
34366966_1095784;34366966_100495;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(120258.546932328 486696.67177459)
34366966_1095785;34366966_1279539;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(113739.390405781 485977.877679224)
34366966_1095786;34366966_776960;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(121246.124602463 484500.314631771)
34366966_1095786;34366966_1355005;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(121246.124602463 484500.314631771)
37161516_1095788;;Hoogheemraadschap Hollands Noorderkwartier;R ,;;;Alle;0;;;27-9-2022 09:39;POINT(129708.647613749 490397.716757564)
34366966_1095789;34366966_1143786;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(114939.468129393 484089.386799688)
34366966_1095791;34366966_1279882;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(125634.656581171 489648.457388022)
34366966_1095796;34366966_1144448;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121309.568799443 487646.472477284)
34366966_1095798;34366966_1279914;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(126682.914614353 481902.001251031)
34366966_1095799;34366966_105032;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(124815.353317912 490279.31203032)
34366966_1095801;34366966_1143994;Gemeente Amsterdam;L ,;4;1.25;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:39;POINT(117894.563035872 490700.895248871)
34366966_1095804;34366966_1279733;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(122612.427105125 491789.448322919)
34366966_1095806;34366966_1144558;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(122247.925357092 483713.055195412)
34366966_1095809;34366966_100957;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(120841.05791511 484525.571428935)
34366966_1095811;34366966_1355024;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(115276.315671436 486658.770902402)
34366966_1095812;34366966_99911;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(119618.003304966 483970.645513891)
34366966_1095812;34366966_99929;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(119618.003304966 483970.645513891)
34366966_1095814;34366966_790824;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(126448.897005595 488918.640192297)
34366966_1095815;34366966_103665;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123095.478395045 486341.612122459)
34366966_1095815;34366966_1144700;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123095.478395045 486341.612122459)
34366966_1095819;34366966_1279838;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(122694.35952251 487834.733334989)
34366966_1095820;34366966_1144717;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123233.61497185 483495.846925425)
34366966_1095820;34366966_1144716;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123233.61497185 483495.846925425)
34366966_1095823;34366966_1279733;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(122654.682549331 491526.525080979)
34366966_1095826;34366966_99911;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(119620.002974469 483860.663691203)
34366966_1095827;34366966_1354957;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122438.854684878 484911.436815888)
34366966_1095828;34366966_1279719;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(121277.752452902 489146.379139029)
34366966_1095829;34366966_1279917;Gemeente Amsterdam;L Karspeldreef,Amsterdam;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(126964.080092497 480883.598854066)
34366966_1095832;34366966_1300574;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(119479.866444785 487633.820278283)
34366966_1095833;34366966_776900;Gemeente Amsterdam;R Apollolaan,Amsterdam;2;1.5;Alle;0;;;27-9-2022 09:39;POINT(120629.943369157 484691.344791318)
34366966_1095833;34366966_1279498;Gemeente Amsterdam;R Apollolaan,Amsterdam;2;1.5;Alle;0;;;27-9-2022 09:39;POINT(120629.943369157 484691.344791318)
34366966_1095835;34366966_1279220;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(120405.42972881 483026.768960153)
34366966_1095838;34366966_100916;Gemeente Amsterdam;R ,;1;1.0;Alle;0;;;27-9-2022 09:39;POINT(120910.445783164 481992.506022997)
34366966_1095839;34366966_102701;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(122308.131792683 486733.051658447)
34366966_1095840;34366966_1144917;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(125860.148580216 481172.239244926)
34366966_1095842;34366966_1143851;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(115877.956322383 485631.157135473)
34366966_1095842;34366966_1143854;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(115877.956322383 485631.157135473)
34366966_1095844;34366966_790704;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(122904.019192494 486072.885286684)
34366966_1095847;34366966_1300576;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(122101.969801776 486868.989173179)
34366966_1095850;34366966_1143892;Gemeente Amsterdam;L Oude Haagseweg,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(116221.153122905 483415.794304845)
34366966_1095850;34366966_1279650;Gemeente Amsterdam;L Oude Haagseweg,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(116221.153122905 483415.794304845)
34366966_1095855;34366966_1144471;Gemeente Amsterdam;L ,;1;1.0;Alle;0;;;27-9-2022 09:39;POINT(121512.841403093 490810.548093548)
34366966_1095857;34366966_1279711;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(120953.22617929 488565.731857613)
34366966_1095859;34366966_1355123;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(125628.753612749 485587.401130625)
34366966_1095860;34366966_133273;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120362.522711988 489845.700259833)
34366966_1095861;34366966_99534;Gemeente Amsterdam;L ,;3;1.25;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:39;POINT(119249.664601683 489862.08590543)
37161516_1095862;;Hoogheemraadschap Hollands Noorderkwartier;L ,;;;Alle;0;;;27-9-2022 09:39;POINT(130309.974425703 491287.712751359)
34366966_1095865;34366966_103761;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:39;POINT(123425.637235287 491225.182980701)
34366966_1095866;34366966_1279703;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(120932.055375747 491470.003475955)
34366966_1095866;34366966_1279705;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(120932.055375747 491470.003475955)
34366966_1095868;34366966_100939;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120957.183599185 483112.413088461)
34366966_1095868;34366966_100937;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120957.183599185 483112.413088461)
34366966_1095870;34366966_105027;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(124981.322024129 486553.269565126)
34366966_1095874;34366966_102749;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122078.980090078 487605.319516222)
34366966_1095874;34366966_102748;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122078.980090078 487605.319516222)
34366966_1095875;34366966_1588568;Gemeente Amsterdam;L ,;3;1.5;Alle;0;;;27-9-2022 09:39;POINT(121077.443136155 485754.643994859)
34366966_1095877;34366966_1279643;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(113260.553577464 485559.0240899)
34366966_1095879;34366966_1143786;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(115039.883225638 484083.2849327)
34366966_1095883;34366966_100989;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(120827.106413226 485034.942910852)
34366966_1095884;34366966_1300571;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(119723.27453747 487636.151238428)
34366966_1095885;34366966_100953;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120551.998866472 484373.650874869)
34366966_1095886;34366966_1143831;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(115507.004161309 483894.915998164)
34366966_1095889;34366966_103283;Gemeente Amsterdam;R ,;1;1.0;Alle;0;;;27-9-2022 09:39;POINT(122680.956920203 490158.919942034)
34366966_1095891;34366966_1279725;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(121356.843916517 488726.862541984)
34366966_1095892;34366966_1144980;Gemeente Amsterdam;R Karspeldreef,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(126653.772115372 480684.884826946)
34366966_1095893;34366966_1144728;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123421.903797775 484308.61693396)
34366966_1095896;34366966_1279258;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123052.292707223 489236.653889057)
34366966_1095897;34366966_1279707;Gemeente Amsterdam;R Nassauplein,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120589.930178437 488749.966609604)
34366966_1095898;34366966_1279625;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(124102.164808068 486876.314049687)
34366966_1095900;34366966_1144989;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(126992.856950614 480226.070422925)
34366966_1095901;34366966_1143843;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(115916.239452235 489591.40516994)
34366966_1095901;34366966_1143846;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(115916.239452235 489591.40516994)
34366966_1095903;34366966_1143831;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(115702.770080466 483909.383431523)
34366966_1095904;34366966_1144718;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123514.289927445 484533.696118357)
34366966_1095904;34366966_1144721;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123514.289927445 484533.696118357)
34366966_1095905;34366966_1279712;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(121069.922616038 493097.11212246)
34366966_1095906;34366966_1279396;Gemeente Amsterdam;L ,;4;1.0;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:39;POINT(117934.862825487 490679.927807282)
34366966_1095907;34366966_1279567;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(116876.759576905 485233.409242305)
34366966_1095908;34366966_1279567;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(116877.759576905 485113.909242305)
34366966_1095909;34366966_790786;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(125113.224212874 483951.891902937)
34366966_1095909;34366966_790787;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(125113.224212874 483951.891902937)
34366966_1095912;34366966_97515;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(117501.027200069 487398.953405924)
34366966_1095912;34366966_1143971;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(117501.027200069 487398.953405924)
34366966_1095913;34366966_1144907;Gemeente Amsterdam;L Bijlmerplein,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(125618.868961736 480903.253614179)
34366966_1095913;34366966_1144910;Gemeente Amsterdam;L Bijlmerplein,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(125618.868961736 480903.253614179)
34366966_1095914;34366966_776911;Gemeente Amsterdam;L ,;3;1.5;Alle;0;;;27-9-2022 09:39;POINT(120803.782516979 482362.89864088)
37161516_1095915;37161516_1145022;Hoogheemraadschap Hollands Noorderkwartier;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(130359.166588351 491458.456861876)
34366966_1095916;34366966_1279636;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(112817.411620773 485045.611797649)
34366966_1095918;34366966_1279789;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121354.979427181 487203.73330127)
34366966_1095918;34366966_1279316;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121354.979427181 487203.73330127)
34366966_1095920;34366966_1144392;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(121115.081629731 492127.559734486)
34366966_1095921;34366966_1354927;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(121401.176360108 483742.277005246)
34366966_1095922;34366966_790770;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(124573.138178836 490281.359793384)
34366966_1095923;34366966_776828;Gemeente Amsterdam;R Apollolaan,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(119908.822108343 484809.024158778)
34366966_1095925;34366966_1144717;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123228.160792682 483521.130543697)
34366966_1095926;34366966_1144338;Gemeente Amsterdam;R Elandsgracht,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(120614.37536658 487024.50882643)
34366966_1095926;34366966_1144339;Gemeente Amsterdam;R Elandsgracht,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(120614.37536658 487024.50882643)
34366966_1095927;34366966_1279907;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(126126.506493974 482086.616404226)
34366966_1095928;34366966_1354976;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(123123.0911832 486336.776084819)
34366966_1095930;34366966_1144197;Gemeente Amsterdam;R ,;4;1.5;Alle;0;;;27-9-2022 09:39;POINT(119651.953975413 481819.903533863)
34366966_1095930;34366966_1144189;Gemeente Amsterdam;R ,;4;1.5;Alle;0;;;27-9-2022 09:39;POINT(119651.953975413 481819.903533863)
34366966_1095931;34366966_1279570;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(117040.990448803 486927.261940151)
34366966_1095932;34366966_776589;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(116866.297970626 486011.275476537)
34366966_1095934;34366966_776561;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(117174.058115896 485673.587800469)
34366966_1095934;34366966_1143895;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(117174.058115896 485673.587800469)
34366966_1095935;34366966_1144740;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(123603.843886346 485765.173992193)
34366966_1095935;34366966_1144741;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(123603.843886346 485765.173992193)
34366966_1095937;34366966_1144721;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(124105.318637852 483867.95319846)
34366966_1095937;34366966_1144718;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(124105.318637852 483867.95319846)
34366966_1095938;34366966_1144155;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(119377.154106207 486499.628842227)
34366966_1095939;34366966_790659;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(122128.251948435 485742.987313271)
34366966_1095939;34366966_1144571;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(122128.251948435 485742.987313271)
34366966_1095940;34366966_1355038;Gemeente Amsterdam;R Jan Evertsenstraat,Amsterdam;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(118754.312514491 487117.02911535)
34366966_1095941;34366966_99933;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(119635.11263299 484441.318570704)
34366966_1095945;34366966_1144940;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(126075.706408955 477494.520921163)
34366966_1095948;34366966_100523;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(120022.017781831 487224.76442408)
34366966_1095949;34366966_1279419;Gemeente Amsterdam;L Radarweg,Amsterdam;1;1.0;Alle;0;;;27-9-2022 09:39;POINT(117525.709632557 490411.878568865)
34366966_1095951;34366966_99027;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(118958.546704084 486467.439550768)
34366966_1095952;34366966_1279411;Gemeente Amsterdam;R Burgemeester Roellstraat,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(116118.053943567 487703.772608122)
34366966_1095952;34366966_1279410;Gemeente Amsterdam;R Burgemeester Roellstraat,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(116118.053943567 487703.772608122)
34366966_1095953;34366966_1144409;Gemeente Amsterdam;R ,;4;1.5;Alle;0;;;27-9-2022 09:39;POINT(121136.149256721 482479.097250473)
34366966_1095953;34366966_1144401;Gemeente Amsterdam;R ,;4;1.5;Alle;0;;;27-9-2022 09:39;POINT(121136.149256721 482479.097250473)
34366966_1095955;34366966_99090;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(118732.015609771 489445.099999905)
34366966_1095955;34366966_1279203;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(118732.015609771 489445.099999905)
34366966_1095956;34366966_1355044;Gemeente Amsterdam;R Van Hallstraat,Amsterdam;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(119819.535856295 488446.13309606)
34366966_1095957;34366966_1144855;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(124953.946831908 479477.408039366)
34366966_1095959;34366966_1300571;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(119736.243731782 487662.089626946)
34366966_1095961;34366966_1279256;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122734.002426483 489474.044095194)
34366966_1095961;34366966_1279257;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122734.002426483 489474.044095194)
34366966_1095964;34366966_1144899;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:39;POINT(125463.415129073 489960.242026074)
34366966_1095965;34366966_1279207;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(119450.762773942 488746.462204539)
34366966_1095966;34366966_1279439;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(120220.810780018 484288.715205434)
34366966_1095966;34366966_1279440;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(120220.810780018 484288.715205434)
34366966_1095969;34366966_1144611;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(122449.96269469 483565.349090997)
34366966_1095969;34366966_777048;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(122449.96269469 483565.349090997)
34366966_1095972;34366966_100539;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(120281.661137216 487871.905792602)
34366966_1095973;34366966_1144757;Gemeente Amsterdam;L Nieuwe Purmerweg,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(123984.366483327 489847.432266886)
34366966_1095973;34366966_1144760;Gemeente Amsterdam;L Nieuwe Purmerweg,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(123984.366483327 489847.432266886)
34366966_1095974;34366966_1144626;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(122519.396666244 483769.953171863)
34366966_1095975;34366966_1279650;Gemeente Amsterdam;L Oude Haagseweg,Amsterdam;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(116443.71114799 483426.023588503)
34366966_1095975;34366966_1143892;Gemeente Amsterdam;L Oude Haagseweg,Amsterdam;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(116443.71114799 483426.023588503)
34366966_1095976;34366966_101059;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(120844.96503422 492470.950181093)
34366966_1095977;34366966_1279375;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(124983.908445105 484970.903391929)
34366966_1095978;34366966_102750;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(122134.76471306 487550.437809003)
34366966_1095978;34366966_102752;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(122134.76471306 487550.437809003)
